pf_id,smiles,hfu_p_mod,hfu_p_num,measure_comm,hbp_mod,hbp_num,blood2plasm_comm
PF-00345513,FC(F)(F)c1ccc(cc1)NC(=O)c2cnoc2C,,,,,,
PF-00345514,S(=O)(=O)(Nc1n(ncc1)-c2ccccc2)c3ccc(cc3)N,,,,,,
PF-00345521,O[C@H]1[C@H]([C@H](C(=O)C1)CCCCCCC(=O)OC)\C=C\C[C@](O)(CCCC)C,,,,,,
PF-00345522,N(C[C@H](O)c1c(ccc(c1)OC)OC)C(=O)CN,,,,,,
PF-00345525,N1(CCOCC1)CCOC(=O)CC/C(=C/Cc2c(c3c(c(c2OC)C)COC3=O)O)/C,,,,,,
PF-00345526,N2(c1c(cccc1)CCc3c2cccc3)C[C@H](CN(C)C)C,,,,,,
PF-00345527,n1cc(ccc1)C(=O)O,,,,,,
PF-00345531,N1(CCCN=C1COC(=O)[C@](O)(C2CCCCC2)c3ccccc3)C,,,,,,
PF-00345537,ClCCN([C@H](COc1ccccc1)C)Cc2ccccc2,,,,,,
PF-00345542,O(C)c1ccc(cc1)C3C(=O)c2c(cccc2)C3=O,,,,,,
PF-00345544,S(=O)(=O)(Nc1ncc(cn1)OC)c2ccc(cc2)N,,,,,,
PF-00345546,FC(F)(F)c1c(ccc(c1)NC(=O)[C@](O)(CS(=O)(=O)c2ccc(cc2)F)C)C#N,,,,,,
PF-00345549,FC(F)(F)c1nn(c(c1)-c2ccc(cc2)C)-c3ccc(cc3)S(=O)(=O)N,,,,,,
PF-00345552,N1C[C@H](OC1=O)COc2cc(cc(c2)C)C,,,,,,
PF-00345553,S(=O)(=O)(NC(=O)N[C@@H]1CC[C@H](CC1)C)c2ccc(cc2)CCNC(=O)N3CC(=C(C3=O)CC)C,,,,,,
PF-00345554,n1c(oc(c1-c2ccccc2)-c3ccccc3)CCC(=O)O,,,,,,
PF-00345559,BrCCC(=O)N1CCN(CC1)C(=O)CCBr,,,,,,
PF-00345564,S1C2(SCC1)CN([C@@H](C2)C(=O)O)C(=O)[C@@H](N[C@@H](CCc3ccccc3)C(=O)OCC)C,,,,,,
PF-00345567,N1(C=C(C(=O)NC1=O)C)[C@@H]2O[C@@H](C=C2)CO,,,,,,
PF-00345597,N(CCOCCOC(=O)C1(CCCC1)c2ccccc2)(CC)CC,,,,,,
PF-00345606,N(NC(=O)c1ccncc1)CCC(=O)NCc2ccccc2,,,,,,
PF-00345620,NC[C@@H]1CC[C@@H](CC1)C(=O)O,,,,,,
PF-00345623,N[C@H](CCC(=O)O)C=C,,,,,,
PF-00345628,N1([C@@H]2[C@H](C[C@H]1C(=O)O)CCC2)C(=O)[C@@H](N[C@@H](CCc3ccccc3)C(=O)OCC)C,,,,,,
PF-00345629,Clc1ccc(cc1)[C@H](N2CCN(CC2)CCOCC(=O)O)c3ccccc3,,,,,,
PF-00345654,[nH]8c1c7c(ccc1)[C@@H]2[C@H](N(C[C@@H](C2)C(=O)N[C@@]6(O[C@@]3(N([C@H](C(=O)N4[C@H]3CCC4)Cc5ccccc5)C6=O)O)C(C)C)C)Cc7c8,,,,,,
PF-00345664,NC21CC3(CC(C1)(CC(C2)C3)C)C,,,,,,
PF-00345684,n2(c1nc(ncc1nc2)N)CCC(COC(=O)C)COC(=O)C,,,,,,
PF-00345685,n2(c1ncnc(c1nc2)O)[C@@H]3O[C@@H](CC3)CO,,,,,,
PF-00345689,[N+](=O)([O-])c1c(cccc1)[C@@H]2C(=C(NC(=C2C(=O)OC)C)C)C(=O)OCC(C)C,,,,,,
PF-00345699,N[C@H](Cc1ccccc1)C,,,,,,
PF-00345717,S(=O)(=O)(O)CN(C)C1=C(N(N(C1=O)c2ccccc2)C)C,,,,,,
PF-00345729,N2c1ncc(nc1C(=O)N=C2N)CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,,,,,,
PF-00345735,O[C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@H]1CCC(=O)C=C1CC2)CC3)CC4)CC)C#C,,,,,,
PF-00345737,S(=O)(=O)(O)CCS,,,,,,
PF-00345739,O[C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@]1(CCC(=O)C=C1CC2)C)CC3)CC4)C)C,,,,,,
PF-00345742,O(C)c2cc1c(cc(cc1)CCC(=O)C)cc2,,,,,,
PF-00345800,SCCN,,,,,,
PF-00346012,N1([C@@H](CN(CC1)Cc2cnccc2)C(=O)NC(C)(C)C)C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)N[C@@H]4[C@@H](Cc5c4cccc5)O,,,,,,
PF-00346018,[nH]1c6c(c2c1[C@H](N3[C@H](C2)C(=O)N(CC3=O)C)c4cc5c(cc4)OCO5)cccc6,,,,,,
PF-00346022,[N+](=O)([O-])c1c(cc(cc1)N2C(=O)NC(C2=O)(C)C)C(F)(F)F,,,,,,
PF-00346089,N1(C=CC(=O)NC1=O)[C@@H]2O[C@@H]([C@H]([C@H]2OC(=O)C)OC(=O)C)COC(=O)C,,,,,,
PF-00346098,Clc1ccc(cc1)OC[C@H](O)COC(=O)N,,,,,,
PF-00346100,N1(C(=C(C(=O)C=C1)O)C)C,,,Poor analytical sensitivity,,,
PF-00346105,N1(N=CC(=O)NC1=O)[C@@H]2O[C@@H]([C@H]([C@H]2OC(=O)C)OC(=O)C)COC(=O)C,,,,,,
PF-00346127,Clc1c(cccc1)CN3CCc2sccc2C3,,,,,,
PF-00346227,[N+](=O)([O-])c1n(ccn1)CC(=O)NCc2ccccc2,,,,,,
PF-00346266,Nc1cc(c(cc1)C(=O)Oc2ccccc2)O,,,,,,
PF-00346292,P(=O)(O)(O)C(P(=O)(O)O)(O)CCCN,,,,,,
PF-00346332,[N+](CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1c(cccc1)Cl)(CC)(CC)Cc2c(cccc2)Cl,,,,,,
PF-00346380,FC(F)(F)c1ccc(cc1)\C(=N\OCCN)\CCCCOC,,,,,,
PF-00346410,O(C)c1c(c(c(c(c1)C)\C=C\C(=C\C=C\C(=C\C(=O)O)\C)\C)C)C,,,,,,
PF-00346413,N(CCCNC(=O)[C@@H]1OCCC1)(C)c2nc3c(c(n2)N)cc(c(c3)OC)OC,,,,,,
PF-00346418,N(C)C(=NCc1ccccc1)NC,,,,,,
PF-00346420,s1c(nc(c1)\C(=N\OCC(=O)O)\C(=O)N[C@H]3[C@H]2SCC(=C(N2C3=O)C(=O)O)C=C)N,,,,,,
PF-00346424,[nH]7c1c6c(ccc1)[C@@H]2[C@H](N(C[C@@H](C2)C(=O)N[C@@]5(O[C@@]3(N([C@H](C(=O)N4[C@H]3CCC4)C(C)C)C5=O)O)C(C)C)C)Cc6c7,,,,,,
PF-00346428,[C@@H]21[C@@]([C@H](OC(=O)[C@@H]([C@H]([C@@H]([C@H]([C@@](C[C@H]([C@@H]([C@@H]1C)N[C@@H](COCCOC)O2)C)(O)C)O[C@H]3[C@@H]([C@@H](N(C)C)C[C@H](O3)C)O)C)O[C@H]4C[C@]([C@H]([C@@H](O4)C)O)(OC)C)C)CC)(O)C,,,,,,
PF-00346430,[C@@H]3([C@H](O[C@@H]1[C@H]([C@@H]([C@H](C(=O)O[C@@H]([C@]([C@@H]([C@H](C(=O)[C@@H](C[C@]1(O)C)C)C)O)(O)C)CC)C)O[C@H]2C[C@]([C@H]([C@@H](O2)C)O)(OC)C)C)O[C@@H](C[C@@H]3N(C)C)C)OC(=O)CCC(=O)OCC,,,,,,
PF-00346433,Clc1c(cccc1[C@@H]2C(=C(NC(=C2C(=O)OC)C)C)C(=O)OCC)Cl,,,,,,
PF-00346437,N4[C@H]3[C@@]([C@@H]2[C@H]([C@H]1[C@@]([C@H](CC1)C(=O)NC(C)(C)C)(CC2)C)CC3)(C=CC4=O)C,,,,,,
PF-00346441,FC(F)(F)c3cc2c1c(c(cc(c1)Cl)Cl)cc(c2cc3)[C@H](O)CCN(CCCC)CCCC,,,,,,
PF-00346452,S2c1c(cccc1)C(c3c2cccc3)C[C@@H]4CN(CCC4)C,,,,,,
PF-00346454,O([C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@H]1CCC(=O)C=C1CC2)CC3)CC4)C)C#C)C(=O)C,,,,,,
PF-00346459,[nH]1nc5c(c1)C[C@@]4([C@@H]3[C@H]([C@H]2[C@@]([C@](CC2)(O)C)(CC3)C)CC[C@H]4C5)C,,,,,,
PF-00346485,S(=O)(=O)(C)c1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3,,,,,,
PF-00346490,Clc1cc2c(cc1)N(C(=O)CC(=O)N2c3ccccc3)C,,,,,,
PF-00346500,O4C[C@@]3([C@@H]2[C@H]([C@H]1[C@@]([C@](CC1)(O)C)(CC2)C)CC[C@H]3CC4=O)C,,,,,,
PF-00346512,O[C@]4([C@@]1([C@H]([C@H]3[C@H]([C@H](C1)O)[C@@]2(C(=CC(=O)C=C2)CC3)C)CC4)C)C(=O)COC(=O)C,,,,,,
PF-00346528,ClCCN(N=O)C(=O)NC1CCCCC1,,,,,,
PF-00346541,N1(C(=O)NC(=O)C(C1=O)(CC)CC)C,,,,,,
PF-00346543,N1([C@H]([C@@H](OCC1)c2ccccc2)C)C,,,,,,
PF-00346544,N([C@H](Cc1ccccc1)C)(Cc2ccccc2)C,,,,,,
PF-00346545,N1C(=O)NC(=O)C(C1=O)(CC(C)C)CC=C,,,,,,
PF-00346546,O4[C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)CC3)CCC4=O)C,,,,,,
PF-00346547,F[C@]32[C@H]([C@H]1[C@@]([C@](CC1)(O)C)(C[C@@H]2O)C)CCC4=CC(=O)CC[C@@]43C,,,,,,
PF-00346548,N1C(=O)NC(=O)C(C1=O)([C@H](CC)C)CC,,,,,,
PF-00346551,O[C@@]4([C@@]3([C@H]([C@H]1[C@@H]([C@@]2([C@@H](CC1)CC(=O)/C(=C\O)/C2)C)CC3)CC4)C)C,,,,,,
PF-00346564,n21ncc(c1nccc2-c3cc(ccc3)N(CC)C(=O)C)C#N,,,,,,
PF-00346566,n1(cnc2c1N=C(NC2=O)N)COC(CO)CO,,,,,,
PF-00346572,[N+](=O)([O-])c1n(c(nc1)C)C[C@H](O)C,,,,,,
PF-00346576,FC1=CN(C(=O)N=C1NC(=O)OCCCCC)[C@@H]2O[C@@H]([C@H]([C@H]2O)O)C,,,,,,
PF-00346578,NC1=NC(=O)[C@H](O1)c2ccccc2,,,,,,
PF-00346579,N53Cc2c(nc1c(c(c(cc1)O)CN(C)C)c2)C3=CC4=C(COC(=O)[C@]4(O)CC)C5=O,,,,,,
PF-00346580,ClCC/C(=C(/c1ccc(cc1)OCCN(C)C)\c2ccccc2)/c3ccccc3,,,,,,
PF-00346581,Clc1cc4c(cc1)C(=C2CCN(CC2)C(=O)OCC)c3ncccc3CC4,,,,,,
PF-00346582,N2(c1c(cccc1)CC(=O)c3c2cccc3)C(=O)N,,,,,,
PF-00346583,n1(cnc2c1N=C(NC2=O)N)COCCOC(=O)[C@@H](N)C(C)C,,,,,,
PF-00346585,Clc1ccc(cc1)C2(CCC2)[C@H](N(C)C)CC(C)C,,,,,,
PF-00346586,n1(nnnc1CCCCOc2cc3c(cc2)NC(=O)CC3)C4CCCCC4,,,,,,
PF-00346587,[S@](=O)(Cc1nccc(c1C)OCCCOC)c2[nH]c3c(n2)cccc3,,,,,,
PF-00346588,s1c2c(cc1[C@H](N(O)C(=O)N)C)cccc2,,,,,,
PF-00346589,FC(F)(F)COc1c(c(ncc1)C[S@](=O)c2[nH]c3c(n2)cccc3)C,,,,,,
PF-00346590,n1(ncnc1)Cc2cc(cc(c2)C(C)(C)C#N)C(C)(C)C#N,,,,,,
PF-00346592,Fc1ccc(cc1)[C@@]2(OCc3c2ccc(c3)C#N)CCCN(C)C,,,,,,
PF-00346598,Clc1cc4c(cc1)C(=C2CCNCC2)c3ncccc3CC4,,,,,,
PF-00346605,S(=O)(=O)(N)OC[C@@]31OC(O[C@H]1[C@@H]2OC(O[C@@H]2CO3)(C)C)(C)C,,,,,,
PF-00371245,N1=C(O[C@H]5[C@@]1([C@@]2([C@H]([C@H]4[C@H]([C@H](C2)O)[C@@]3(C(=CC(=O)C=C3)CC4)C)C5)C)C(=O)COC(=O)C)C,,,,,,
PF-00419626,N2c1c(c(ccc1)CCN(CCC)CCC)CC2=O,,,,,,
PF-00514723,N(CC[C@@H](Oc1c(cccc1)C)c2ccccc2)C,,,,=,0.56,
PF-00558824,FC(F)(F)c1cnc(cc1)S(=O)(=O)Nc2cc(ccc2)[C@@H](CC)C3=C(C[C@@](OC3=O)(CCC)CCc4ccccc4)O,,,,,,
PF-00569806,N(CC)(CC)C(=O)[C@@]1([C@@H](C1)CN)c2ccccc2,,,,,,
PF-00579879,ClC3=C(N1[C@@H]([C@@H](C1=O)NC(=O)[C@H](N)c2ccccc2)CC3)C(=O)O,,,,,,
PF-00579880,ClC1=C(N2[C@H](SC1)[C@@H](C2=O)NC(=O)[C@H](N)c3ccccc3)C(=O)O,,,,,,
PF-00579886,N(C[C@H](O)COc1ccc(cc1)COCCOC(C)C)C(C)C,,,,,,
PF-00579889,N2(c1c(cccc1)CC[C@@H](C2=O)N[C@@H](CCc3ccccc3)C(=O)OCC)CC(=O)O,,,,,,
PF-00579898,S1[C@H](C(=O)NC1=O)Cc2ccc(cc2)OC[C@@]4(Oc3c(c(c(c(c3C)C)O)C)CC4)C,,,No detectable peaks in buffer samples,,,
PF-00579903,P(=O)(Oc1c2c(c(cc1C)OP(=O)(O)O)cccc2)(O)O,,,,,,
PF-00579905,FC(F)(F)CNC(=O)C2(c1c(cccc1)-c3c2cccc3)CCCCN4CCC(CC4)NC(=O)c5c(cccc5)-c6ccc(cc6)C(F)(F)F,,,,,,
PF-00579913,[S@@](=O)(Cc1ncc(c(c1C)OC)C)c2[nH]c3c(n2)cc(cc3)OC,,,,,,Poor analytical sensitivity
PF-00579918,[nH]1c6c(c5c1[C@@H]4N(C[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](C2)OC(=O)\C=C\c3cc(c(c(c3)OC)OC)OC)OC)C(=O)OC)C4)CC5)ccc(c6)OC,,,,,,
PF-00579919,NC(C21CC3CC(C1)CC(C2)C3)C,,,,,,
PF-00579921,P(=O)(O)(O)C(P(=O)(O)O)(O)Cc1cnccc1,,,,,,
PF-00579922,n21cnc(c1N=NN(C2=O)C)C(=O)N,,,,,,
PF-00579924,c41c3c(c(c2c1c(c(c(c2O)NC(=O)C(=CC=C[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]([C@H](C=CO[C@@](O3)(C4=O)C)OC)C)OC(=O)C)C)O)C)O)C)C)\C=N/N5CCN(CC5)C6CCCC6)O)O)C,,,,,,
PF-00579926,Clc1ccc(cc1)[C@H](N2CCN(CC2)Cc3ccc(cc3)C(C)(C)C)c4ccccc4,,,,,,
PF-00579927,N(Cc1c2c(ccc1)cccc2)(C/C=C/C#CC(C)(C)C)C,,,,,,
PF-00579937,P(=O)(OCC(=O)[C@@]4([C@@]1([C@H]([C@H]3[C@H]([C@H](C1)O)[C@@]2(C(=CC(=O)C=C2)CC3)C)CC4)C)O)(O)O,,,,,,
PF-00579941,N1([C@@H]2[C@H](C[C@H]1C(=O)O)CCCC2)C(=O)[C@@H](N[C@@H](CCC)C(=O)OCC)C,,,,,,
PF-00579943,FC(F)(F)c1cc(ccc1)C[C@@H](NCC)C,,,,,,
PF-00579952,Fc1c(c(c2c(c1)C(=O)C(=CN2C3CC3)C(=O)O)OC)N4C[C@H](NCC4)C,,,,,,
PF-00579958,O1O[C@@]32[C@H]4O[C@]1(CC[C@H]2[C@@H](CC[C@H]3[C@H]([C@H](O4)OC)C)C)C,,,,,,
PF-00579960,s1c(nc(c1)\C(=N\OC)\C(=O)N[C@H]3[C@H]2SCC(=C(N2C3=O)C(=O)O[C@@H](OC(=O)OC(C)C)C)COC)N,,,,,,
PF-00579961,P(=O)(OCOC(=O)C(C)(C)C)(OCOC(=O)C(C)(C)C)COCCn2c1ncnc(c1nc2)N,,,,,,
PF-00579963,S(=O)(=O)(N(C[C@@H](O)[C@@H](NC(=O)O[C@@H]1COCC1)Cc2ccccc2)CC(C)C)c3ccc(cc3)N,,,,,,
PF-00579971,N1([C@@H]([C@H]([C@@H]([C@H](C1)O)O)O)CO)CCO,,,,,,
PF-00579972,ClC3=C[C@H]2[C@H]1[C@@]([C@@](CC1)(OC(=O)C)C(=O)C)(CC[C@@H]2[C@]4(CCC(=O)C=C43)C)C,,,,,,
PF-00596729,S(=O)(=O)(Nc4cc1c([nH]c(c1)C(=O)N2CCN(CC2)c3ncccc3NC(C)C)cc4)C,,,,,,
PF-00596733,Clc1ccc(cc1)SC(P(=O)(O)O)P(=O)(O)O,,,,,,
PF-00625952,n1(c4c3c(c1)C[C@H]2N(C[C@@H](C=C2c3ccc4)C(=O)N[C@H](CO)CC)C)C,,,,,,
PF-00695838,N(C(C)C)(C(C)C)CC[C@@H](c1c(ccc(c1)CO)OC(=O)C(C)C)c2ccccc2,,,,,,
PF-00757796,Fc1c(ccc(c1)[C@H]2[C@@H](C2)Nc3nc(nc4n(nnc43)[C@H]5[C@@H]([C@@H]([C@H](C5)OCCO)O)O)SCCC)F,,,,,,
PF-00797664,FC(F)(F)c1cc(ccc1)N2CCN(CC2)CCN4c3c(cccc3)NC4=O,,,,,,
PF-00798716,[N+](=O)([O-])O[C@H]2[C@H]1OC[C@@H]([C@H]1OC2)O,,,,,,
PF-00835111,O[C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@H]1CCCC=C1CC2)CC3)CC4)C)CC,,,,,,
PF-00835115,Fc1c(c(c2c(c1)C(=O)C(=CN2C3CC3)C(=O)O)OC)N5C[C@H]4NCCC[C@H]4C5,,,,=,1.55,
PF-00835121,O=C4[C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)C(=C)C2)C)CC3)CC4)C,,,,,,
PF-00835135,C1(=O)[C@@]4(O[C@H](C[C@@H](C(=CC=CC=C[C@H](C[C@H](C(=O)[C@@H]([C@@H](C(=C[C@H](C(=O)C[C@H](OC(=O)[C@H]2N(C1=O)CCCC2)[C@@H](C[C@H]3C[C@H]([C@@H](CC3)O)OC)C)C)C)O)OC)C)C)C)OC)CC[C@H]4C)O,,,Low recovery in experiment,=,2.2825,Disparate replicates  
PF-00835592,Fc1ccc(cc1)N2[C@@H]([C@H](C2=O)CC[C@H](O)c3ccc(cc3)F)c4ccc(cc4)O,,,,,,
PF-00929746,Brc1[nH]c4c3c1C[C@H]2N(C[C@@H](C=C2c3ccc4)C(=O)N[C@@]7(O[C@@]5(N([C@H](C(=O)N6[C@H]5CCC6)CC(C)C)C7=O)O)C(C)C)C,,,,,,
PF-00932448,O[C@]4([C@@]3([C@H]([C@H]2[C@@H]([C@]1(CCC(=O)C=C1CC2)C)C(=O)C3)CC4)C)C(=O)COC(=O)C,,,,,,
PF-00998508,N(O)C(=O)CCCCCCC(=O)Nc1ccccc1,,,,,,
PF-01000876,Oc1c3c(ccc1)C(=O)c2c(c(ccc2)O)C3=O,,,,,,
PF-01003138,Clc1ccc(cc1)CC(N)(C)C,,,,,,
PF-01008352,Clc1c(c(ccc1)Cl)/C=N/NC(=N)N,,,,,,
PF-01013423,NC(=N)N,,,,,,
PF-01014318,Clc1ccc(cc1)N3c2c(cccc2)N=C4C3=C/C(=N\C(C)C)/C(=C4)Nc5ccc(cc5)Cl,,,,,,
PF-01018594,OCCCC(=O)O,,,,,,
PF-01035610,N1(CCC(CC1)(c2ccccc2)C(=O)O)CCC(c3ccccc3)(c4ccccc4)C#N,,,,,,
PF-01039536,Clc1c(cccc1Oc3c(cc2[nH]c(nc2c3)SC)Cl)Cl,,,,,,
PF-01048302,N1(N(C(=O)C(=C1C)N(C)C)c2ccccc2)C,,,,,,
PF-01049030,S(=O)(=O)(N)Cc1noc2c1cccc2,,,,,,
PF-01049535,N1(CCCC1)C\C=C(\c2nc(ccc2)/C=C/C(=O)O)/c3ccc(cc3)C,,,,,,
PF-01064143,OC(=O)\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(CCCC1(C)C)C,,,,,,
PF-01247242,N[C@H]1[C@@H](C1)c2ccccc2,,,,,,
PF-01266468,N1([C@H](C(=O)N[C@@H](C(=O)NCC(=O)N)CCCNC(=N)N)CCC1)C(=O)[C@H]3NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CCSSC3)Cc4ccc(cc4)O)CCC(=O)N)CC(=O)N,,,,,,
PF-01281634,Brc1c(nc(nc1Oc2c(cc(cc2C)C#N)C)Nc3ccc(cc3)C#N)N,,,,,,
PF-01322543,O2Cc1c(c(c(c(c1C)OC)C/C=C(/CCC(=O)O)\C)O)C2=O,,,,,,
PF-01364636,OC(=O)CCCc1ccccc1,,,,,,
PF-01367338,Fc2cc1[nH]c(c3c1c(c2)C(=O)NCC3)-c4ccc(cc4)CNC,,,,,,
PF-01369715,N(Cc1ccc(cc1)-c2ccccn2)(C[C@@H]([C@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)O)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C,,,,,,
PF-01369926,N1(CCCNC1=O)[C@@H](C(C)C)C(=O)N[C@H](C[C@H](O)[C@@H](NC(=O)COc2c(cccc2C)C)Cc3ccccc3)Cc4ccccc4,,,,,,
PF-01386485,N[C@@H](CCC(=O)N)C(=O)O,,,,,,
PF-01388201,Clc1ccc(cc1)NC(=N)NC(=N)NC(C)C,,,,,,
PF-01418866,ClC(Cl)(Cl)COP(=O)(O)O,,,,,,
PF-01421294,Cl/C(=C(\c1ccc(cc1)OCCN(CC)CC)/c2ccccc2)/c3ccccc3,,,,,,
PF-01422300,[N+](=O)([O-])c1sc(nc1)NC(=O)c2c(cccc2)OC(=O)C,,,,,,
PF-01441744,NC(=O)OC1(CCCCC1)C#C,,,,,,
PF-01448103,Nc1cnccc1N,,,,,,
PF-01450218,O(C)c1c(c(c(c(c1)C)/C=C/C(=C/C=C/C(=C/C(=O)OCC)/C)/C)C)C,,,,,,
PF-01451585,[2H]c1cnccc1N,,,,,,
PF-01458096,Clc1cc3c(cc1)-n2c(nnc2)CN=C3c4ccccc4,,,,,,
PF-01462546,S(=O)(=O)(N(c1onc(c1C)C)C(=O)C)c2ccc(cc2)N,,,,,,
PF-01469713,NC[C@@H](CC(C)C)CC(=O)O,,,,,,
PF-01482451,OC(=O)c1ccc(cc1)C(=C)c2c(cc3c(c2)C(CCC3(C)C)(C)C)C,,,,,,
PF-01484535,FC(F)(F)c1ccc(cc1)NC(=O)/C(=C(\O)/C)/C#N,,,,,,
PF-01486069,O(C)C(=O)\C=C\C(=O)OC,,,,,,
PF-01492448,S(=O)(=O)(O)CCCNC(=O)C,,,,,,
PF-01507060,[nH]1c6c(c5c1[C@@H]4N(C[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](C2)OC(=O)c3cc(c(c(c3)OC)OC)OC)OC)C(=O)OC)C4)CC5)cccc6,,,,,,
PF-01554086,FC(F)(F)c1cc(cc(c1)C(F)(F)F)[C@H](O[C@H]2OCCN([C@H]2c3ccc(cc3)F)CC4=NNC(=O)N4)C,,,,,,
PF-01690925,S2c1c(cc(cc1)C(=O)CC)N(c3c2cccc3)CCCN4CCN(CC4)CCO,,,,,,
PF-01690927,Clc1cc3c(cc1)Sc2c(cccc2)N3CCCN4CCC(CC4)C(=O)N,,,,,,
PF-01738746,P(=O)(O)(O)C(P(=O)(O)O)(O)CCN(CCCCC)C,,,,,,
PF-01945559,NC(CO)(CO)CCc1ccc(cc1)CCCCCCCC,,,,,,
PF-02299109,O1[C@@H](O[C@H]5[C@@]1([C@@]2([C@H]([C@H]4[C@H]([C@H](C2)O)[C@@]3(C(=CC(=O)C=C3)CC4)C)C5)C)C(=O)CO)CCC,,,,,,
PF-02299130,Clc1c(cc2c(c1)NC(NS2(=O)=O)C3C4CC(C3)C=C4)S(=O)(=O)N,,,,,,
PF-02299185,N([C@H](CCc1ccccc1)C)C[C@H](O)c2cc(c(cc2)O)C(=O)N,,,,=,1.164058028,
PF-02314482,s1c(nc2c1C[C@H](CC2)NCCC)N,,,,,,
PF-02400182,O[C@@H]3[C@]4([C@H]([C@H]1[C@@H]([C@@]2([C@H](C[C@H]1O)C[C@@H](CC2)O)C)C3)CC[C@@H]4[C@@H](CCC(=O)O)C)C,,,,,,
PF-02400190,O[C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@H]1CCCC=C1CC2)C(=C)C3)CC4)CC)C#C,,,,,,
PF-02400222,Clc1c(c(ccc1)Cl)O[C@H](C)C2=NCCN2,,,,,,
PF-02433972,[nH]1c5c(c(c1)C(=O)OC4CC2N3C(CC(C2)C(=O)C3)C4)cccc5,,,,,,
PF-02434000,N1(CCCC1=O)[C@@H](CC)C(=O)N,,,,,,
PF-02449415,Fc1cc(ccc1)COc2ccc(cc2)CN[C@@H](C)C(=O)N,,,,,,
PF-02450388,N1([C@@H]4[C@@H]2[C@@](CC1)(CCCC2)c3c(ccc(c3)OC)C4)C,,,,,,
PF-02543547,Fc1ccc(cc1)CNc2cc(c(cc2)NC(=O)OCC)N,,,,,,
PF-02560709,N1(C=C(C(=O)NC1=O)C)[C@H]2O[C@H]([C@@H](C2)O)CO,,,,,,
PF-02592014,Ic1c(c(cc(c1)C[C@@H](N)C(=O)O)I)Oc2cc(c(c(c2)I)O)I,,,,,,
PF-02730598,n73c2c1n(c6c(c1c5c(c2c4c3cccc4)CNC5=O)cccc6)[C@@H]8O[C@]7([C@@H]([C@@H](C8)N(C)C(=O)c9ccccc9)OC)C,,,,,,
PF-02768590,FC(F)(F)c1c(cc(cc1)C(F)(F)F)NC(=O)[C@@H]5[C@@]4([C@H]([C@H]3[C@@H]([C@@]2([C@H](NC(=O)C=C2)CC3)C)CC4)CC5)C,,,,,,
PF-02769433,[nH]4c1c3c(ccc1)[C@@H]2[C@H](N(C[C@@H](C2)C(=O)N(CCCN(C)C)C(=O)NCC)CC=C)Cc3c4,,,,,,
PF-02784135,ClCCN(CCCl)C(=O)Oc1cc4c(cc1)[C@@H]3[C@H]([C@H]2[C@@]([C@H](CC2)OP(=O)(O)O)(CC3)C)CC4,,,,,,
PF-02837115,N1([C@@H]([C@H]([C@@H]([C@H](C1)O)O)O)CO)CCCC,,,,,,
PF-02840182,N1[C@@H]([C@@H]([C@@H]([C@H](C1)O)O)O)CO,,,,,,
PF-02845980,O1[C@@]54[C@H]1C[C@@]3([C@@]2(OC(=O)CC2)CC[C@H]3[C@@H]4[C@@H](CC6=CC(=O)CC[C@@]65C)C(=O)OC)C,,,,=,0.81,
PF-02885465,O[C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)CC3)CC4)C)C,,,,,,
PF-02885642,N5([C@H]3[C@]4([C@@]1([C@@H](Oc2c1c(ccc2O)C3)C(=O)CC4)CC5)O)C,,,,,,
PF-02904255,S1[C@H]2N(C(=C(C1)COC(=O)C)C(=O)O)C(=O)[C@H]2NC(=O)[C@H](N)c3ccccc3,,,,,,
PF-02919947,N(C3=C(c1c(c(c(cc1)O[C@@H]2OC([C@@H]([C@H]([C@H]2O)OC(=O)N)OC)(C)C)C)OC3=O)O)C(=O)c4cc(c(cc4)O)CC=C(C)C,,,,,,
PF-03322295,N3(N=C(\C(=N\Nc1c(c(ccc1)-c2cc(ccc2)C(=O)O)O)\C3=O)C)c4cc(c(cc4)C)C,,,,,,
PF-03335885,N1(C[C@@H](CC1=O)CCC)[C@@H](CC)C(=O)N,,,,,,
